"Ürün Adı","Ürün Kodu","Fiyat","CAS Numarası","Marka"
"NİTRİK ASİT 0.1N 10 LT","113040","25,63 €","","norateks"
"NİTRİK ASİT 1N LT","113060","5,10 €","","norateks"
"NİTRİK ASİT 6M LT","113064","11,44 €","","norateks"
"NİTRİK ASİT %10 LT","113070","7,15 €","","norateks"
"NİTRİK ASİT %25 LT","113080","10,23 €","","norateks"
"NİTRİK ASİT %30 LT","113090","10,67 €","","norateks"
"NİTRİK ASİT 33% LT","113091","11,11 €","","norateks"
"NÖTRAL RED 50ml","113100","3,52 €","","norateks"
"NÖTRALİN-FORMALİN LT","113150","7,81 €","","norateks"
"O-TOLİDİN ÇÖZELTİSİ 100ml","114010","4,29 €","","norateks"
"O-TOLİDİN ÇÖZELTİSİ LT","114010","20,00 €","","norateks"
"OKSALİK ASİT ÇÖZELTİSİ 0.01N LT","114030","4,95 €","","norateks"
"OKSALİK ASİT ÇÖZELTİSİ 0.1N LT","114040","4,95 €","","norateks"
"OKSALİK ASİT ÇÖZELTİSİ 1N LT","114050","11,00 €","","norateks"
"PAN İNDİKATÖRÜ 100ml","114060","4,29 €","","norateks"
"PANDY SOLÜSYONU 100ml","115010","4,95 €","","norateks"
"P-PHENYLENDİAMİNE (P-FENİLENDİAMİN) %2 100ml","115015","3,52 €","","norateks"
"P-PHENYLENDİAMİNE (P-FENİLENDİAMİN) %2 500ml","115015","11,44 €","","norateks"
"POTASYUM BROMAT ÇÖZELTİSİ 0.1N LT","115020","10,01 €","","norateks"
"POTASYUM BROMÜR ÇÖZELTİSİ 0.1N LT","115030","4,95 €","","norateks"
"POTASYUM BROMÜR-BROMAT ÇÖZELTİSİ 0.1N LT","115031","14,25 €","","norateks"
"POTASYUM DİKROMAT ÇÖZELTİSİ 0.1N LT","115040","4,95 €","","norateks"
"POTASYUM DİKROMAT ÇÖZELTİSİ 0.25N LT","115044","4,95 €","","norateks"
"POTASYUM DİKROMAT ÇÖZELTİSİ 0.0167M - 0.1N (CİVA SÜLFATLI) LT","115058","62,00 €","","norateks"
"POTASYUM DİKROMAT ÇÖZELTİSİ 1N LT","115060","7,37 €","","norateks"
"POTASYUM DİKROMAT ÇÖZELTİSİ %5 LT","115070","7,37 €","","norateks"
"POTASYUM DİKROMAT ÇÖZELTİSİ %10 LT","115080","10,67 €","","norateks"
"POTASYUM FERROSİYANÜR (K4) ÇÖZ. %10 LT","115090","15,62 €","","norateks"
"POTASYUM FERRİSİYANÜR (K3) ÇÖZ. %10 LT","115100","22,11 €","","norateks"
"POTASYUM FLORÜR %10 LT","115110","24,20 €","","norateks"
"POTASYUM HİDROKSİT ÇÖZELTİSİ 0.01N LT","115140","4,73 €","","norateks"
"POTASYUM HİDROKSİT ÇÖZELTİSİ 0.1N LT","115150","4,73 €","","norateks"
"POTASYUM HİDROKSİT ÇÖZELTİSİ 0.5N LT","115160","5,72 €","","norateks"
"POTASYUM HİDROKSİT ÇÖZELTİSİ 1N LT","115170","5,72 €","","norateks"
"POTASYUM HİDROKSİT ÇÖZELTİSİ %1 LT","115180","4,29 €","","norateks"
"POTASYUM HİDROKSİT ÇÖZELTİSİ %5 LT","115190","4,95 €","","norateks"
"POTASYUM HİDROKSİT ÇÖZELTİSİ %10 LT","115200","5,72 €","","norateks"
"POTASYUM HİDROKSİT ÇÖZELTİSİ %15 LT","115210","6,38 €","","norateks"
"POTASYUM HİDROKSİT ÇÖZELTİSİ %20 LT","115220","7,81 €","","norateks"
"POTASYUM HİDROKSİT ÇÖZELTİSİ %32 LT","115230","10,01 €","","norateks"
"POTASYUM HİDROKSİT ÇÖZELTİSİ %40 LT","115240","11,44 €","","norateks"
"POTASYUM HİDROKSİT ÇÖZELTİSİ %50 LT","115250","15,62 €","","norateks"
"POTASYUM HİDROKSİT (ALKOLLÜ) 0.1N LT","115260","14,25 €","","norateks"
"POTASYUM HİDROKSİT (ALKOLLÜ) 0.2N LT","115270","14,25 €","","norateks"
"POTASYUM HİDROKSİT (ALKOLLÜ) 0.5N LT","115280","15,62 €","","norateks"
"POTASYUM HİDROKSİT (ALKOLLÜ) 1N LT","115290","17,05 €","","norateks"
"POTASYUM HİDROKSİT (İPALİ) 0.1N LT","115300","24,20 €","","norateks"
"POTASYUM HİDROKSİT (İPALİ) 0.5N LT","115310","25,63 €","","norateks"
"POTASYUM İYODAT ÇÖZELTİSİ 0.05M LT","115320","8,58 €","","norateks"
"POTASYUM İYODÜR ÇÖZELTİSİ 0.1N LT","115330","6,38 €","","norateks"
"POTASYUM İYODÜR ÇÖZELTİSİ 0.1N LT","115340","7,15 €","","norateks"
"POTASYUM İYODÜR ÇÖZELTİSİ 1N LT","115350","24,60 €","","norateks"
"POTASYUM İYODÜR (ALKOLLÜ) %10 LT","115360","21,34 €","","norateks"
"POTASYUM İYODÜR-İYODAT 0.0125N LT","115370","5,72 €","","norateks"
"POTASYUM İYODÜR-İYODAT 0.005N LT","115380","5,72 €","","norateks"
"POTASYUM KLORÜR ÇÖZELTİSİ 0.01M LT","115390","4,73 €","","norateks"
"POTASYUM KLORÜR ÇÖZELTİSİ 0.1M LT","115400","4,73 €","","norateks"
"POTASYUM KLORÜR ÇÖZELTİSİ 3M 100ml","115410","3,52 €","","norateks"
"POTASYUM KLORÜR ÇÖZELTİSİ 3M LT","115410","12,00 €","","norateks"
"POTASYUM KROMAT 0.1N LT","115430","4,95 €","","norateks"
"POTASYUM KROMAT %5 100ml","115440","3,14 €","","norateks"
"POTASYUM KROMAT %5 LT","115440","10,00 €","","norateks"
"POTASYUM KROMAT %10 100ml","115460","4,95 €","","norateks"
"POTASYUM KROMAT %10 LT","115460","21,34 €","","norateks"
"POTASYUM NİTRAT 0.1N LT","115421","4,95 €","","norateks"
"POTASYUM NİTRAT %10 LT","115420","10,67 €","","norateks"
"POTASYUM OKSALAT ÇÖZELTİSİ %10 LT","115491","22,77 €","","norateks"
"POTASYUM OKSALAT ÇÖZELTİSİ %30 LT","115490","55,00 €","","norateks"
"POTASYUM PERMANGANAT 0.1N (0.02M) LT","115500","7,15 €","","norateks"
"POTASYUM PERMANGANAT 0.2N LT","115510","7,37 €","","norateks"
"POTASYUM PERMANGANAT 0.5N LT","115520","11,66 €","","norateks"
"POTASYUM PERMANGANAT 1N LT","115530","17,05 €","","norateks"
"POTASYUM RODANÜR (TİYOSİYANAT) %1 LT","115540","5,72 €","","norateks"
"POTASYUM RODANÜR (TİYOSİYANAT) %2 LT","115550","7,15 €","","norateks"
"POTASYUM RODANÜR (TİYOSİYANAT) %10 LT","115560","17,05 €","","norateks"
"POTASYUM SÜLFAT ÇÖZELTİSİ %10 LT","115590","7,15 €","","norateks"
"RETİKÜLOSİT 100ml","116010","17,05 €","","norateks"
"REDOKSMETRE KALİBRASYON ÇÖZELTİSİ 225mV LT","116013","10,67 €","","norateks"
"REDOKSMETRE KALİBRASYON ÇÖZELTİSİ 465mV LT","116014","14,25 €","","norateks"
"RİNGER SOLÜSYONU 100ml","116020","7,81 €","","norateks"
"RİVALTA 100ml","116025","4,29 €","","norateks"
"ROSE BENGAL 100ml","116030","7,81 €","","norateks"
"ROSİN 100ml","116040","3,52 €","","norateks"
"ROSOLİK ASİT İND.SOLÜSYONU 50ml","116060","8,58 €","","norateks"
"ROSOLİK ASİT İND.SOLÜSYONU LT","116060","11,44 €","","norateks"
"SABUN ÇÖZELTİSİ LT","117010","8,58 €","","norateks"
"SAFRANİN İND.SOLÜSYONU 100ml","117020","4,95 €","","norateks"
"SEDİMANTASYON TEST ÇÖZELTİSİ (LAKTİK ASİTLİ) 5LT","117022","6,93 €","","norateks"
"SEDİMANTASYON TEST ÇÖZELTİSİ (LAKTİK ASİTLİ) 5LT","117022","28,49 €","","norateks"
"SEDİMANTASYON TEST ÇÖZELTİSİ (LAKTİK ASİTLİ) 10LT","117022","51,26 €","","norateks"
"SCHLESİNGER SOLÜSYONU 100ml","117030","4,95 €","","norateks"
"SİTRİK ASİT %10 LT","117040","7,15 €","","norateks"
"SODYUM BİKARBONAT %10 LT","117050","5,72 €","","norateks"
"SODYUM HİDROKSİT 0.01N LT","117060","4,73 €","","norateks"
"SODYUM HİDROKSİT 0.1N 10 LT","117070","28,49 €","","norateks"
"SODYUM HİDROKSİT 0.1N LT","117070","4,73 €","","norateks"
"SODYUM HİDROKSİT 0.25N LT","117090","4,95 €","","norateks"
"SODYUM HİDROKSİT 0.5N LT","117100","4,95 €","","norateks"
"SODYUM HİDROKSİT 1N LT","117110","5,72 €","","norateks"
"SODYUM HİDROKSİT 2N LT","117120","5,94 €","","norateks"
"SODYUM HİDROKSİT 4N LT","117130","6,38 €","","norateks"
"SODYUM HİDROKSİT 5N LT","117140","7,81 €","","norateks"
"SODYUM HİDROKSİT 6N LT","117150","9,24 €","","norateks"
"SODYUM HİDROKSİT %1 LT","117160","4,29 €","","norateks"
"SODYUM HİDROKSİT %10 LT","117170","5,72 €","","norateks"
"SODYUM HİDROKSİT %20 LT","117171","7,15 €","","norateks"
"SODYUM HİDROKSİT %25 LT","117180","7,81 €","","norateks"
"SODYUM HİDROKSİT %40 10LT","117191","72,00 €","","norateks"
"SODYUM HİDROKSİT %40 LT","117191","9,24 €","","norateks"
"SODYUM HİDROKSİT %33 LT","117194","8,25 €","","norateks"
"SODYUM KARBONAT %1 LT","117200","4,95 €","","norateks"
"SODYUM KARBONAT %2 LT","117201","4,95 €","","norateks"
"SODYUM KLORÜR ÇÖZELTİSİ 0.1N LT","117202","5,72 €","","norateks"
"SODYUM KROMAT %2 LT","117207","10,01 €","","norateks"
"SODYUM KLORÜR ÇÖZELTİSİ %2 LT","117222","5,72 €","","norateks"
"SODYUM LAURYL SÜLFAT 0.004M LT","117225","9,24 €","","norateks"
"SODYUM SİTRAT %3.8 100ml","117230","3,52 €","","norateks"
"SODYUM NİTRİT LT","117234","4,95 €","","norateks"
"SODYUM TİYOSÜLFAT 0.01N LT","117240","4,95 €","","norateks"
"SODYUM TİYOSÜLFAT 0.05N LT","117250","4,95 €","","norateks"
"SODYUM TİYOSÜLFAT 0.1N LT","117260","4,95 €","","norateks"
"SODYUM TİYOSÜLFAT 1N LT","117262","17,05 €","","norateks"
"SODYUM TİYOSÜLFAT 0.002N LT","117263","4,95 €","","norateks"
"SODYUM TİYOSÜLFAT 0.5N LT","117270","11,44 €","","norateks"
"SPERM SAYIM SOLÜSYONU 100ml","117290","4,29 €","","norateks"
"SUDAN III SOLÜSYONU 100ml","117300","3,96 €","","norateks"
"SULU FUKSİN 100ml","117310","3,52 €","","norateks"
"SULU FUKSİN 500ml","117310","8,58 €","","norateks"
"SÜLFANİLİK ASİT İND. SOLÜSYONU LT","117310","12,82 €","","norateks"
"SODYUM METAPERİYODAT %1.5 LT","117313","21,34 €","","norateks"
"SODYUM LAURYL SÜLFAT 0.002M LT","117318","8,58 €","","norateks"
"SÜLFOSALİSİLİK ASİT ÇÖZELTİSİ LT","117320","4,95 €","","norateks"
"SÜLFOSALİSİLİK ASİT ÇÖZELTİSİ %20 (ALBUMİN İÇİN) LT","117360","7,81 €","","norateks"
"SODYUM ASETAT 0.25M LT","117377","6,38 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ 0.1N LT","117600","4,73 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ 0.25N LT","117610","4,95 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ 0.5N LT","117620","4,95 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ 1N LT","117625","5,39 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ 2N LT","117630","5,72 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ 5N LT","117640","6,38 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ d=1.52 g/ml LT","117642","15,00 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ d=1.55 g/ml LT","117643","15,00 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ d=1.82 g/ml LT","117644","17,00 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ d=1.82 g/ml 5LT","117644","78,00 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ %5 LT","117618","5,50 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ %10 LT","117650","5,50 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ %20 LT","117655","7,00 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ %25 LT","117660","7,50 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ %50 LT","117670","15,00 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ %60 LT","117680","16,00 €","","norateks"
"SÜLFÜRİK ASİT ÇÖZELTİSİ %75 LT","117690","17,00 €","","norateks"
"STANDART ÇÖZELTİLER (gr/ml veya ppm) LT","117394","8,58 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:1.00 500ml","118000","6,38 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:2.00 500ml","118001","6,38 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:3.00 500ml","118002","6,38 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:4.00 500ml","118003","5,90 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:4.2 (Asetik Asit) LT","118014","12,10 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:5.00 500ml","118004","6,38 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:6.00 500ml","118005","6,38 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:7.00 500ml","118006","5,90 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:8.00 500ml","118007","5,90 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:9.00 500ml","118008","5,90 €","","norateks"
"TAMPON ÇÖZELTİSİ (AMONYAKLI) PH:10.00 500ml","118009","6,50 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:10.00 500ml","118010","5,90 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:11.00 500ml","118011","6,38 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:12.00 500ml","118012","6,38 €","","norateks"
"TAMPON ÇÖZELTİSİ PH:13.00 500ml","118013","6,38 €","","norateks"
"TANRET SOLÜSYONU 100ml","118020","5,00 €","","norateks"
"TASHİRO'S REAKTİFİ (METİLEN BLUE-METİL RED) 100ml","118021","5,72 €","","norateks"
"TİMOL BLUE İND.SOLÜSYONU 50ml","118030","3,14 €","","norateks"
"TİMOFTALEİN 50ml","118031","3,14 €","","norateks"
"TİMOFTALEİN 100ml","118031","5,72 €","","norateks"
"TOLİDİN BLUE 100ml","118105","7,81 €","","norateks"
"TOLLENS REAKTİFİ 100ml","118110","5,72 €","","norateks"
"E.D.T.A ÇÖZELTİSİ ( TİTRİPLEX III ) 0.01M (0.02N) LT","118040","4,51 €","","norateks"
"E.D.T.A ÇÖZELTİSİ ( TİTRİPLEX III ) 0.01N LT","118041","4,51 €","","norateks"
"E.D.T.A ÇÖZELTİSİ ( TİTRİPLEX III ) 0.02M LT","118046","4,51 €","","norateks"
"E.D.T.A ÇÖZELTİSİ ( TİTRİPLEX III ) 0.1M LT","118060","7,59 €","","norateks"
"E.D.T.A ÇÖZELTİSİ ( TİTRİPLEX III ) 0.1N (0.05M) LT","118070","5,72 €","","norateks"
"E.D.T.A - B LT","118090","5,72 €","","norateks"
"E.D.T.A - C LT","118100","5,72 €","","norateks"
"TRİKLORASETİK ASİT %5 100ml","118120","3,14 €","","norateks"
"TRİKLORASETİK ASİT %20 100ml","118130","8,58 €","","norateks"
"TRİKLORASETİK ASİT %35 100ml","118140","12,54 €","","norateks"
"TRİKLORASETİK ASİT %50 100ml","118150","17,05 €","","norateks"
"TROMBOSİT 100ml","118155","4,29 €","","norateks"
"TURK'S SOLÜSYONU (LÖKOSİT İÇİN) 100ml","118160","3,52 €","","norateks"
"UNİVERSAL PH (4-10) 50ml","100341","5,72 €","","norateks"
"UNİVERSAL PH (4-10) 100ml","100341","11,44 €","","norateks"
"WRİGHT EOSİN METHYLENE BLUE (WRİGHT BOYASI) 100ml","119020","4,95 €","","norateks"
"XYLENOL ORANGE 50ml","120010","4,29 €","","norateks"
"XYLENOL ORANGE 100ml","120010","7,81 €","","norateks"
"ZİMMERMAN-REİNHART ÇÖZELTİSİ LT","120100","10,23 €","","norateks"
"İNDİKATÖR BUFFER SOLÜSYONU 30ml","100242","3,52 €","","norateks"
"İNDİKATÖR BUFFER SOLÜSYONU 50ml","100242","5,72 €","","norateks"
"İNDİKATÖR BUFFER SOLÜSYONU 100ml","100242","9,41 €","","norateks"
"İNDİKATÖR BUFFER SOLÜSYONU 250ml","100242","22,77 €","","norateks"
"İNDİKATÖR BUFFER SOLÜSYONU 500ml","100242","42,68 €","","norateks"
"İNDİKATÖR BUFFER SOLÜSYONU LT","100242","71,17 €","","norateks"
"TİTRASYON SOLÜSYONU 50ml","100249","3,52 €","","norateks"
"TİTRASYON SOLÜSYONU 100ml","100249","4,29 €","","norateks"
"TİTRASYON SOLÜSYONU 250ml","100249","4,95 €","","norateks"
"TİTRASYON SOLÜSYONU 500ml","100249","6,38 €","","norateks"
"TİTRASYON SOLÜSYONU LT","100249","10,01 €","","norateks"
"Micropipet Sabit, 10 ul, sarı","705808.0","169.0","","BRAND"
"Micropipet Sabit, 20 ul, sarı","705816.0","169.0","","BRAND"
"Micropipet Sabit, 25 ul, sarı","705820.0","169.0","","BRAND"
"Micropipet Sabit, 50 ul, sarı","705828.0","169.0","","BRAND"
"Micropipet Sabit, 100 ul, sarı","705838.0","169.0","","BRAND"
"Micropipet Sabit, 200 ul, sarı","705844.0","169.0","","BRAND"
"Micropipet Sabit, 500 ul, mavi","705854.0","169.0","","BRAND"
"Micropipet Sabit, 1000 ul, mavi","705862.0","169.0","","BRAND"
"Micropipet Sabit, 2000 ul, neutral","705864.0","169.0","","BRAND"
"Micropipet Değişken, 0,1-2,5 ul, gri","705868.0","233.0","","BRAND"
"Micropipet Değişken, 0,5 - 10 ul, gri","705870.0","233.0","","BRAND"
"Micropipet Değişken, 2 - 20 ul, sarı","705874.0","233.0","","BRAND"
"Micropipet Değişken, 10 - 100 ul, sarı","705878.0","233.0","","BRAND"
"Micropipet Değişken, 20 - 200 ul, sarı","705880.0","233.0","","BRAND"
"Micropipet Değişken, 100 - 1000 ul, mavi","705882.0","233.0","","BRAND"
"Micropipet Değişken, 500-5000 ul, kırmızı","705884.0","233.0","","BRAND"
"Micropipet Değişken, 1000-10000 ul, turuncu","705886.0","233.0","","BRAND"
"Dispenset Ekonomik 0,2 - 2 ml","4720120.0","228.0","","BRAND"
"Dispenset Ekonomik 1 - 10 ml","4720140.0","228.0","","BRAND"
"Dispenset Ekonomik 2,5 - 25 ml","4720150.0","297.0","","BRAND"
"Dispenset Ekonomik Pro 0,2 - 2 ml","4720420.0","408.0","","BRAND"
"Dispenset Ekonomik Pro 1 - 10 ml","4720440.0","408.0","","BRAND"
"Dispenset Ekonomik Pro 2,5 - 25 ml","4720450.0","532.0","","BRAND"
"Dijital Büret Titrette, 10 ml","4760141.0","1163.0","","BRAND"
"STANDART ELEKLER (200 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - 25 mikron","","533","","NEXOPART"
"STANDART ELEKLER (200 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - 32 mikron","","311","","NEXOPART"
"STANDART ELEKLER (200 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - 36, 38 mikron","","301","","NEXOPART"
"STANDART ELEKLER (200 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - 40, 45 mikron","","207","","NEXOPART"
"STANDART ELEKLER (200 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - 50, 53, 56 mikron","","170","","NEXOPART"
"STANDART ELEKLER (200 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - 63, 71, 75, 80, 90, 100, 106, 112, 125, 140, 150, 160, 180, 200, 212, 224, 250, 280","","153","","NEXOPART"
"STANDART ELEKLER (200 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - Kapak ve Toplama Kabı","","125","","NEXOPART"
"STANDART ELEKLER (300 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - 38 mikron","","546","","NEXOPART"
"STANDART ELEKLER (300 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - 40 mikron","","523","","NEXOPART"
"STANDART ELEKLER (300 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - 45 mikron","","486","","NEXOPART"
"STANDART ELEKLER (300 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - 50 mikron","","467","","NEXOPART"
"STANDART ELEKLER (300 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - 53 mikron","","432","","NEXOPART"
"STANDART ELEKLER (300 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - 63 mikron","","381","","NEXOPART"
"STANDART ELEKLER (300 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - 71, 75, 80, 90, 100, 106, 112, 125, 140, 150, 160, 180, 200, 212, 224, 250, 280","","368","","NEXOPART"
"STANDART ELEKLER (300 mm çaplı, 50 mm yükseklikte, Paslanmaz çelik) - Kapak ve Toplama Kabı","","232","","NEXOPART"
"YENİ TİP ALPINE ELEKLERİ 200 LS -N için - 20 mikron","","1074","","NEXOPART"
"YENİ TİP ALPINE ELEKLERİ 200 LS -N için - 25 mikron","","597","","NEXOPART"
"YENİ TİP ALPINE ELEKLERİ 200 LS -N için - 32 mikron","","365","","NEXOPART"
"YENİ TİP ALPINE ELEKLERİ 200 LS -N için - 36, 38 mikron","","349","","NEXOPART"
"Lab Star pH 111 pH/sıcaklık ölçüm cihazı (9157BNMD pH/Sıcaklık elektrodu, pH 4,7,10 tampon çözeltileri,saklama, temizleme çöz. ve elektrod standı ile birlikte)","LStar1115","1220.0","","ORION"
"Star A 121 Model Portatif pH/mV/Sıcaklık Ölçüm Cihazı (9107BNMD pH/Sıcaklık elektrodu, pH 4,7,10 tampon çözeltileri,saklama, temizleme çöz. ve taşıma çantası ile birlikte)","StarA1215","1005.0","","ORION"
"Lab Star EC112 Masa tipi iletkenlik/sıcaklık ölçüm cihazı (011050MD iletkenlik hücresi, 1413 µS iletkenlik stdı ve elektrod standı ile birlikte)","LStar1125","1346.0","","ORION"
"Star A 122 Model Portatif İletkenlik Ölçüm Cihazı (013005MD iletkenlik hücresi, 1413 µS iletkenlik stdı ve taşıma çantası ile birlikte)","StarA1225","1083.0","","ORION"
"Star A113 Masa Tipi Çözünmüş Oksijen Ölçüm Cihazı (083005MD oksijen probu, bakım kiti, ve elektrod standı ile birlikte)","STARA1135","1912.0","","ORION"
"Star A 123 Model Portatif Çözünmüş Oksijen Ölçüm Cihazı (083005MD oksijen probu, bakım kiti, ve taşıma çantası ile birlikte)","StarA1235","1568.0","","ORION"
"Star A 211 Masa Tipi pH/mV/Sıcaklık Ölçüm Cihazı (8157BNUMD pH/ATC elektrodu, pH 4,7,10 tampon çözeltileri, ROSS saklama çözeltisi, temizleme çözeltisi ve elektrod standı ile birlikte)","STARA2115","1880.0","","ORION"
"Star A214 Masa Tipi pH/ISE Ölçüm Cihazı (9157BNMD pH/ATC elektrodu, pH 4,7,10 tampon çözeltileri, saklama, temizleme çözeltisi ve elektrod standı ile birlikte)","STARA2145","2233.0","","ORION"
"Star A215 Masa Tipi pH/İletkenlik Ölçüm Cihazı (013005MD iletkenlik hücresi, 9157BNMD pH/ATC elektrodu, pH 4,7,10 tampon çözeltileri, saklama, temizleme, 1413 µS iletkenlik çözeltisi ve elektrod standı ile birlikte)","STARA2155","2770.0","","ORION"
"Star A221 Portatif pH/mV/Sıcaklık Ölçüm Cihazı (8107UWMMD pH/ATC elektrodu, pH 4,7,10 tampon çözeltileri, ROSS saklama çözeltisi, temizleme çözeltisi ve taşıma çantası ile birlikte)","STARA2215","1540.0","","ORION"
"ROSS Ultra Cam Kombine pH Elektrodu, ( 0...14 pH, 0...100 C )","8102BNUWP","791.0","","ORION"
"ROSS Ultra Cam Kombine pH Elektrodu, ( 0...14 pH, 0...100 C )","8103BNUWP","846.0","","ORION"
"ROSS Cam Kombine pH Elektrodu, ( 0...14 pH, 0...100 C )","815600","735.0","","ORION"
"AquaPro Plastik Gövdeli pH Elektrodu ( 0...14 pH, 0...80 C )","9106BNWP","306.0","","ORION"
"Plastik Gövdeli Jel pH Elektrodu ( 0...14 pH, 0...90 C )","9107BNMD","436.0","","ORION"
"Cam Gövdeli pH Elektrodu ( 0...14 pH, -5...100 C )","9157BNMD","412.0","","ORION"
"ORP/Redox Elektrodu ( Plastik Gövdeli )","9179BNMD","512.0","","ORION"
"ATC Probu, Paslanmaz Çelik","927007MD","294.0","","ORION"
"ATC Probu, Epoksi","927005MD","294.0","","ORION"
"pH 4.01 Tampon Çözeltisi, 475 mL","910104","67.0","","ORION"
"pH 7.00 Tampon Çözeltisi, 475 mL","910107","67.0","","ORION"
"pH 10.01 Tampon Çözeltisi, 475 mL","910110","67.0","","ORION"
"İletkenlik/TDS Standartı, 12.9 mS, 5x60 mL","011006","121.0","","ORION"
"İletkenlik/TDS Standartı, 1413 uS, 5x60 mL","011007","121.0","","ORION"
"İletkenlik/TDS Standartı, 100 uS, 475 mL","011008","126.0","","ORION"
"Çözünmüş Oksijen Prob Bakım Kiti","080513","190.0","","ORION"
"Amonyak Elektrodu ( NH3), Gaz, Kombine","9512HPBNWP","1432.0","","ORION"
"Amonyak Referans Dolum Sıvısı ( 5 x 60 mL )","951202","128.0","","ORION"
"Amonyak Kalibrasyon Standartı, 0.1 M NH4Cl, 475 mL","951006","133.0","","ORION"
"Amonyak ISA Çözeltisi, 475 mL","951211","132.0","","ORION"
"Kalsiyum Elektrodu ( Ca+2), PVC, Kombine","9720BNWP","1412.0","","ORION"
"Kalsiyum Referans Dolum Sıvısı ( 5 x 60 mL )","900062","163.0","","ORION"
"Kalsiyum Kalibrasyon Standartı, 0.1 M CaCl2, 475 mL","922006","152.0","","ORION"
"Kalsiyum ISA Çözeltisi, 475 mL","932011","146.0","","ORION"
"Klorür Elektrodu ( Cl-), Solid State, Kombine","9617BNWP","855.0","","ORION"
"Klorür Referans Dolum Sıvısı ( 5 x 60 mL )","900061","172.0","","ORION"
"Klorür Kalibrasyon Standartı, 0.1 M NaCl, 475 mL","941706","125.0","","ORION"
"Klorür ISA Çözeltisi, 475 mL","940011","160.0","","ORION"
"Florür Elektrodu ( F-), Solid State, Kombine","9609BNWP","1068.0","","ORION"
"Florür Referans Dolum Sıvısı ( 5 x 60 mL )","900061","172.0","","ORION"
"Florür Standardı, 0.1 M NaF, 475 mL","940906","141.0","","ORION"
"Florür Standardı, 1 ppm, 475 mL","040906","139.0","","ORION"
"Florür Standardı, 2 ppm, 475 mL","040907","139.0","","ORION"
"Florür Standardı, 10 ppm, 475 mL","040908","145.0","","ORION"
"TISAB II, Florür Tampon Çözeltisi, 475 mL","940909","140.0","","ORION"
"TISAB III, Florür Tampon Çözeltisi, 475 mL","940911","162.0","","ORION"
"Nitrat Elektrodu ( NO3-), PVC, Kombine","9707BNWP","1416.0","","ORION"
"Nitrat Referans Dolum Sıvısı ( 5 x 60 mL )","900067","176.0","","ORION"
"Nitrat Kalibrasyon Standartı, 0.1 M NaNO3, 475 mL","920706","139.0","","ORION"
"Nitrat Kalibrasyon Standartı, 100 ppm, 475 mL","920707.0","142.0","","ORION"
"Nitrat ISS Çözeltisi, 475 mL","930711.0","143.0","","ORION"
"Potasyum Elektrodu ( K+), Ion Plus, Kombine","9719BN","1420.0","","ORION"
"Potasyum Referans Dolum Sıvısı ( 5 x 60 mL )","900065.0","173.0","","ORION"
